HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N0.HOG0020787	OG0017456	-	jg5849.t1				GwA_26884-RA	
N0.HOG0020788	OG0017457	-	jg5984.t1				GwA_27001-RA	
N0.HOG0020789	OG0017458	-	jg6002.t1	ApeQuad05483-RA				
N0.HOG0020790	OG0017459	-	jg6023.t1, jg5389.t1					
N0.HOG0020791	OG0017460	-	jg6069.t1				GwA_27085-RA	
N0.HOG0020792	OG0017461	-	jg6101.t1				GwA_27108-RA	
N0.HOG0020793	OG0017462	-	jg6146.t1, jg12304.t1					
N0.HOG0020794	OG0017463	-	jg6174.t1	ApeQuad05597-RA				
N0.HOG0020795	OG0017464	-	jg6281.t1		rna-XM_040203560.1			
N0.HOG0020796	OG0017465	-	jg6286.t1	ApeQuad08586-RA				
N0.HOG0020797	OG0017466	-	jg6326.t1, jg32737.t1					
N0.HOG0020798	OG0017467	-	jg6335.t1		rna-XM_040205131.1			
N0.HOG0020799	OG0017468	-	jg6413.t1	ApeQuad05137-RA				
N0.HOG0020800	OG0017469	-	jg6425.t1		rna-XM_040203279.1			
N0.HOG0020801	OG0017470	-	jg6456.t1		rna-XM_040162812.1			
N0.HOG0020802	OG0017471	-	jg6469.t1				GwA_27434-RA	
N0.HOG0020803	OG0017472	-	jg6535.t1		rna-XM_040203524.1			
N0.HOG0020804	OG0017473	-	jg6558.t1		rna-XM_040203334.1			
N0.HOG0020805	OG0017474	-	jg6569.t1		rna-XM_040203401.1			
N0.HOG0020806	OG0017475	-	jg7034.t1, jg6661.t1					
N0.HOG0020807	OG0017476	-	jg6667.t1		rna-XM_040204165.1			
N0.HOG0020808	OG0017477	-	jg6765.t1	ApeQuad04803-RA				
N0.HOG0020809	OG0017478	-	jg6795.t1					GwY_00281-RA
N0.HOG0020810	OG0017479	-	jg6832.t1		rna-XM_040203826.1			
N0.HOG0020811	OG0017480	-	jg6840.t1		rna-XM_040204927.1			
N0.HOG0020812	OG0017481	-	jg6853.t1				GwA_27818-RA	
N0.HOG0020813	OG0017482	-	jg6863.t1		rna-XM_040205125.1			
N0.HOG0020814	OG0017483	-	jg6866.t1	ApeQuad04887-RA				
N0.HOG0020815	OG0017484	-	jg6876.t1		rna-XM_040202664.1			
N0.HOG0020816	OG0017485	-	jg6910.t1				GwA_27886-RA	
N0.HOG0020817	OG0017486	-	jg6920.t1	ApeQuad04934-RA				
N0.HOG0020818	OG0017487	-	jg33396.t1, jg6971.t1					
N0.HOG0020819	OG0017488	-	jg6998.t1				GwA_27983-RA	
N0.HOG0020820	OG0017489	-	jg7012.t1		rna-XM_040204456.1			
N0.HOG0020821	OG0017490	-	jg7094.t1, jg32754.t1					
N0.HOG0020822	OG0017491	-	jg7109.t1		rna-XM_040204540.1			
N0.HOG0020823	OG0017492	-	jg7116.t1				GwA_28024-RA	
N0.HOG0020824	OG0017493	-	jg7137.t1, jg28451.t1					
N0.HOG0020825	OG0017494	-	jg7187.t1		rna-XM_040204962.1			
N0.HOG0020826	OG0017495	-	jg7219.t1	ApeQuad05340-RA				
N0.HOG0020827	OG0017496	-	jg7221.t1				GwA_28314-RA	
N0.HOG0020828	OG0017497	-	jg7223.t1	ApeQuad05096-RA				
N0.HOG0020829	OG0017498	-	jg7236.t1		rna-XM_040203180.1			
N0.HOG0020830	OG0017499	-	jg7251.t1, jg7250.t1					
N0.HOG0020831	OG0017500	-	jg2673.t1		rna-XM_040173715.1			
N0.HOG0020832	OG0017501	-	jg31369.t1, jg2685.t1					
N0.HOG0020833	OG0017502	-	jg2699.t1	ApeQuad07803-RA				
N0.HOG0020834	OG0017503	-	jg2730.t1	ApeQuad07813-RA				
N0.HOG0020835	OG0017504	-	jg2763.t1, jg2763.t2					
N0.HOG0020836	OG0017505	-	jg2765.t1	ApeQuad07816-RA				
N0.HOG0020837	OG0017506	-	jg2783.t1, jg2784.t1					
N0.HOG0020838	OG0017507	-	jg2830.t2, jg2830.t1					
N0.HOG0020839	OG0017508	-	jg2862.t1		rna-XM_040172642.1			
N0.HOG0020840	OG0017509	-	jg2870.t1, jg2865.t1					
N0.HOG0020841	OG0017510	-	jg2888.t1, jg2889.t1					
N0.HOG0020842	OG0017511	-	jg2908.t1		rna-XM_040175214.1			
N0.HOG0020843	OG0017512	-	jg2919.t1				GwA_04988-RA	
N0.HOG0020844	OG0017513	-	jg2965.t1, jg3795.t1					
N0.HOG0020845	OG0017514	-	jg3000.t1	ApeQuad07885-RA				
N0.HOG0020846	OG0017515	-	jg15714.t1, jg3027.t1					
N0.HOG0020847	OG0017516	-	jg3100.t1, jg3100.t2					
N0.HOG0020848	OG0017517	-	jg3160.t1, jg3159.t1					
N0.HOG0020849	OG0017518	-	jg3167.t2, jg3167.t1					
N0.HOG0020850	OG0017519	-	jg3192.t1		rna-XM_040172613.1			
N0.HOG0020851	OG0017520	-	jg3212.t1		rna-XM_040173742.1			
N0.HOG0020852	OG0017521	-	jg3226.t1				GwA_05400-RA	
N0.HOG0020853	OG0017522	-	jg3266.t1		rna-XM_040173561.1			
N0.HOG0020854	OG0017523	-	jg3320.t1		rna-XM_040173311.1			
N0.HOG0020855	OG0017524	-	jg3359.t1	ApeQuad08105-RA				
N0.HOG0020856	OG0017525	-	jg3361.t1		rna-XM_040175634.1			
N0.HOG0020857	OG0017526	-	jg3363.t1				GwA_05542-RA	
N0.HOG0020858	OG0017527	-	jg3430.t1		rna-XM_040175126.1			
N0.HOG0020859	OG0017528	-	jg3445.t1		rna-XM_040172652.1			
N0.HOG0020860	OG0017529	-	jg3454.t1		rna-XM_040173228.1			
N0.HOG0020861	OG0017530	-	jg3513.t1	ApeQuad08219-RA				
N0.HOG0020862	OG0017531	-	jg3530.t1		rna-XM_040172532.1			
N0.HOG0020863	OG0017532	-	jg3537.t1		rna-XM_040175235.1			
N0.HOG0020864	OG0017533	-	jg3571.t1	ApeQuad08277-RA				
N0.HOG0020865	OG0017534	-	jg3574.t1, jg21069.t1					
N0.HOG0020866	OG0017535	-	jg3653.t2				GwA_05903-RA	
N0.HOG0020867	OG0017536	-	jg3670.t1		rna-XM_040174751.1			
N0.HOG0020868	OG0017537	-	jg3707.t2, jg3707.t1					
N0.HOG0020869	OG0017538	-	jg3726.t1				GwA_05986-RA	
N0.HOG0020870	OG0017539	-	jg3742.t1				GwA_06000-RA	
N0.HOG0020871	OG0017540	-	jg3761.t2, jg3761.t1					
N0.HOG0020872	OG0017541	-	jg3793.t1				GwA_06037-RA	
N0.HOG0020873	OG0017542	-	jg3812.t1		rna-NM_001267691.1			
N0.HOG0020874	OG0017543	-	jg3820.t1	ApeQuad08455-RA				
N0.HOG0020875	OG0017544	-	jg3844.t1		rna-XM_040173425.1			
N0.HOG0020876	OG0017545	-	jg3875.t1, jg4495.t1					
N0.HOG0020877	OG0017546	-	jg3893.t1	ApeQuad08510-RA				
N0.HOG0020878	OG0017547	-	jg3908.t1		rna-XM_040172682.1			
N0.HOG0020879	OG0017548	-	jg3964.t1				GwA_06186-RA	
N0.HOG0020880	OG0017549	-	jg28280.t1, jg3999.t1					
N0.HOG0020881	OG0017550	-	jg4042.t1, jg20508.t1					
N0.HOG0020882	OG0017551	-	jg4060.t1		rna-XM_040173582.1			
N0.HOG0020883	OG0017552	-	jg4066.t1, jg29685.t1					
N0.HOG0020884	OG0017553	-	jg11053.t1, jg4067.t1					
N0.HOG0020885	OG0017554	-	jg4074.t1, jg20449.t1					
N0.HOG0020886	OG0017555	-	jg31183.t1		rna-XM_040166659.1			
N0.HOG0020887	OG0017556	-	jg31270.t1	ApeQuad18879-RA				
N0.HOG0020888	OG0017557	-	jg31280.t1, jg12302.t1					
N0.HOG0020889	OG0017558	-	jg31371.t1				GwA_32663-RA	
N0.HOG0020890	OG0017559	-	jg31397.t1		rna-XM_040167236.1			
N0.HOG0020891	OG0017560	-	jg31421.t1		rna-XM_040167885.1			
N0.HOG0020892	OG0017561	-	jg31443.t1				GwA_32749-RA	
N0.HOG0020893	OG0017562	-	jg31479.t1	ApeQuad19021-RA				
N0.HOG0020894	OG0017563	-	jg31491.t1	ApeQuad19030-RA				
N0.HOG0020895	OG0017564	-	jg31506.t1		rna-XM_040167649.1			
N0.HOG0020896	OG0017565	-	jg31514.t1		rna-XM_040167052.1			
N0.HOG0020897	OG0017566	-	jg31582.t1		rna-XM_040166556.1			
N0.HOG0020898	OG0017567	-	jg31588.t1				GwA_32906-RA	
N0.HOG0020899	OG0017568	-	jg31647.t2, jg31647.t1					
N0.HOG0020900	OG0017569	-	jg31650.t1		rna-XM_040167669.1			
N0.HOG0020901	OG0017570	-	jg31688.t1		rna-XM_040166823.1			
N0.HOG0020902	OG0017571	-	jg31751.t1				GwA_33085-RA	
N0.HOG0020903	OG0017572	-	jg31793.t1	ApeQuad19271-RA				
N0.HOG0020904	OG0017573	-	jg31800.t1		rna-XM_040167711.1			
N0.HOG0020905	OG0017574	-	jg31806.t2, jg31806.t1					
N0.HOG0020906	OG0017575	-	jg31821.t1				GwA_33154-RA	
N0.HOG0020907	OG0017576	-	jg31857.t1				GwA_33202-RA	
N0.HOG0020908	OG0017577	-	jg31860.t1	ApeQuad19310-RA				
N0.HOG0020909	OG0017578	-	jg31889.t1, jg31888.t2					
N0.HOG0020910	OG0017579	-	jg31938.t1, jg19395.t1					
N0.HOG0020911	OG0017580	-	jg31957.t1, jg27891.t1					
N0.HOG0020912	OG0017581	-	jg32018.t1, jg32018.t2					
N0.HOG0020913	OG0017582	-	jg32038.t1				GwA_33308-RA	
N0.HOG0020914	OG0017583	-	jg32044.t1				GwA_33319-RA	
N0.HOG0020915	OG0017584	-	jg32080.t1				GwA_33338-RA	
N0.HOG0020916	OG0017585	-	jg32097.t2, jg32097.t1					
N0.HOG0020917	OG0017586	-	jg32108.t1	ApeQuad04701-RA				
N0.HOG0020918	OG0017587	-	jg32121.t1	ApeQuad19426-RA				
N0.HOG0020919	OG0017588	-	jg32125.t1				GwA_33368-RA	
N0.HOG0020920	OG0017589	-	jg32134.t1				GwA_33372-RA	
N0.HOG0020921	OG0017590	-	jg32135.t1				GwA_33374-RA	
N0.HOG0020922	OG0017591	-	jg32176.t1				GwA_33405-RA	
N0.HOG0020923	OG0017592	-	jg32184.t1				GwA_16363-RA	
N0.HOG0020924	OG0017593	-	jg32185.t1				GwA_15159-RA	
N0.HOG0020925	OG0017594	-	jg32189.t1, jg18410.t1					
N0.HOG0020926	OG0017595	-	jg32197.t1, jg32198.t1					
N0.HOG0020927	OG0017596	-	jg32209.t1				GwA_33425-RA	
N0.HOG0020928	OG0017597	-	jg32233.t2, jg32233.t1					
N0.HOG0020929	OG0017598	-	jg32253.t1, jg32254.t1					
N0.HOG0020930	OG0017599	-	jg32262.t1		rna-XM_040166684.1			
N0.HOG0020931	OG0017600	-	jg32266.t2, jg32266.t1					
N0.HOG0020932	OG0017601	-	jg32267.t1				GwA_20013-RA	
N0.HOG0020933	OG0017602	-	jg19657.t1		rna-XM_040188433.1			
N0.HOG0020934	OG0017603	-	jg19672.t1		rna-XM_040189300.1			
N0.HOG0020935	OG0017604	-	jg19674.t1		rna-XM_040189305.1			
N0.HOG0020936	OG0017605	-	jg19676.t1	ApeQuad17124-RA				
N0.HOG0020937	OG0017606	-	jg19787.t1, jg19788.t1					
N0.HOG0020938	OG0017607	-	jg19818.t1	ApeQuad17079-RA				
N0.HOG0020939	OG0017608	-	jg19822.t1		rna-XM_040189349.1			
N0.HOG0020940	OG0017609	-	jg19831.t1, jg19829.t1					
N0.HOG0020941	OG0017610	-	jg19881.t1				GwA_17308-RA	
N0.HOG0020942	OG0017611	-	jg20059.t1	ApeQuad16954-RA				
N0.HOG0020943	OG0017612	-	jg20106.t1				GwA_17140-RA	
N0.HOG0020944	OG0017613	-	jg20107.t1				GwA_17138-RA	
N0.HOG0020945	OG0017614	-	jg20113.t1	ApeQuad16914-RA				
N0.HOG0020946	OG0017615	-	jg20164.t1	ApeQuad16891-RA				
N0.HOG0020947	OG0017616	-	jg20166.t2, jg20166.t1					
N0.HOG0020948	OG0017617	-	jg20177.t1				GwA_03523-RA	
N0.HOG0020949	OG0017618	-	jg20190.t1				GwA_17070-RA	
N0.HOG0020950	OG0017619	-	jg20200.t1				GwA_17062-RA	
N0.HOG0020951	OG0017620	-	jg20211.t1, jg20211.t2					
N0.HOG0020952	OG0017621	-	jg20264.t2, jg20264.t1					
N0.HOG0020953	OG0017622	-	jg20299.t1		rna-XM_040189121.1			
N0.HOG0020954	OG0017623	-	jg20322.t1	ApeQuad16753-RA				
N0.HOG0020955	OG0017624	-	jg20335.t1				GwA_16909-RA	
N0.HOG0020956	OG0017625	-	jg20345.t1				GwA_16902-RA	
N0.HOG0020957	OG0017626	-	jg20473.t1		rna-XM_040188895.1			
N0.HOG0020958	OG0017627	-	jg20486.t1		rna-XM_040188690.1			
N0.HOG0020959	OG0017628	-	jg20542.t2, jg20542.t1					
N0.HOG0020960	OG0017629	-	jg20559.t1		rna-XM_040189152.1			
N0.HOG0020961	OG0017630	-	jg20622.t1		rna-XM_040188279.1			
N0.HOG0020962	OG0017631	-	jg20630.t1		rna-XM_040189145.1			
N0.HOG0020963	OG0017632	-	jg20638.t1				GwA_16573-RA	
N0.HOG0020964	OG0017633	-	jg20673.t1	ApeQuad16502-RA				
N0.HOG0020965	OG0017634	-	jg20704.t1		rna-XM_040188173.1			
N0.HOG0020966	OG0017635	-	jg20747.t1		rna-XM_040189426.1			
N0.HOG0020967	OG0017636	-	jg20779.t1		rna-XM_040187978.1			
N0.HOG0020968	OG0017637	-	jg20839.t1				GwA_16407-RA	
N0.HOG0020969	OG0017638	-	jg20845.t1				GwA_16406-RA	
N0.HOG0020970	OG0017639	-	jg20846.t1				GwA_16405-RA	
N0.HOG0020971	OG0017640	-	jg20898.t1, jg20883.t1					
N0.HOG0020972	OG0017641	-	jg20928.t1				GwA_16285-RA	
N0.HOG0020973	OG0017642	-	jg16720.t1, jg20951.t1					
N0.HOG0020974	OG0017643	-	jg7311.t1	ApeQuad04510-RA				
N0.HOG0020975	OG0017644	-	jg7322.t1				GwA_16212-RA	
N0.HOG0020976	OG0017645	-	jg7330.t1				GwA_16202-RA	
N0.HOG0020977	OG0017646	-	jg7343.t1		rna-XM_040185520.1			
N0.HOG0020978	OG0017647	-	jg7357.t1		rna-XM_040187062.1			
N0.HOG0020979	OG0017648	-	jg7386.t1				GwA_16161-RA	
N0.HOG0020980	OG0017649	-	jg7398.t1	ApeQuad04468-RA				
N0.HOG0020981	OG0017650	-	jg7421.t1, jg7421.t2					
N0.HOG0020982	OG0017651	-	jg7444.t1				GwA_16130-RA	
N0.HOG0020983	OG0017652	-	jg7456.t1	ApeQuad04455-RA				
N0.HOG0020984	OG0017653	-	jg7466.t1	ApeQuad04451-RA				
N0.HOG0020985	OG0017654	-	jg7475.t2, jg7475.t1					
N0.HOG0020986	OG0017655	-	jg7482.t1				GwA_16095-RA	
N0.HOG0020987	OG0017656	-	jg7484.t1	ApeQuad04441-RA				
N0.HOG0020988	OG0017657	-	jg7575.t1, jg7574.t1					
N0.HOG0020989	OG0017658	-	jg7586.t1	ApeQuad04377-RA				
N0.HOG0020990	OG0017659	-	jg7647.t1				GwA_15925-RA	
N0.HOG0020991	OG0017660	-	jg7648.t1				GwA_15924-RA	
N0.HOG0020992	OG0017661	-	jg7731.t1		rna-XM_040186066.1			
N0.HOG0020993	OG0017662	-	jg7741.t1		rna-XM_040187148.1			
N0.HOG0020994	OG0017663	-	jg7754.t1		rna-XM_040187024.1			
N0.HOG0020995	OG0017664	-	jg7812.t1		rna-XM_040185710.1			
N0.HOG0020996	OG0017665	-	jg7876.t1, jg7876.t2					
N0.HOG0020997	OG0017666	-	jg7882.t1		rna-XM_040186533.1			
N0.HOG0020998	OG0017667	-	jg7934.t1, jg7933.t1					
N0.HOG0020999	OG0017668	-	jg7938.t1				GwA_15646-RA	
N0.HOG0021000	OG0017669	-	jg8004.t1		rna-XM_040187256.1			
N0.HOG0021001	OG0017670	-	jg8016.t1, jg4453.t1					
N0.HOG0021002	OG0017671	-	jg8023.t1		rna-XM_040186269.1			
N0.HOG0021003	OG0017672	-	jg8037.t1		rna-XM_040187022.1			
N0.HOG0021004	OG0017673	-	jg8086.t1, jg8086.t2					
N0.HOG0021005	OG0017674	-	jg8106.t1	ApeQuad03916-RA				
N0.HOG0021006	OG0017675	-	jg8120.t1		rna-XM_040187480.1			
N0.HOG0021007	OG0017676	-	jg8121.t1				GwA_15464-RA	
N0.HOG0021008	OG0017677	-	jg8125.t1		rna-XM_040187436.1			
N0.HOG0021009	OG0017678	-	jg8157.t1				GwA_15427-RA	
N0.HOG0021010	OG0017679	-	jg8163.t1	ApeQuad03989-RA				
N0.HOG0021011	OG0017680	-	jg8173.t1				GwA_15403-RA	
N0.HOG0021012	OG0017681	-	jg8182.t1		rna-XM_040187106.1			
N0.HOG0021013	OG0017682	-	jg8186.t1		rna-XM_040186191.1			
N0.HOG0021014	OG0017683	-	jg8196.t1				GwA_15379-RA	
N0.HOG0021015	OG0017684	-	jg8218.t1		rna-XM_040185886.1			
N0.HOG0021016	OG0017685	-	jg8257.t1		rna-XM_040186502.1			
N0.HOG0021017	OG0017686	-	jg8267.t1				GwA_15312-RA	
N0.HOG0021018	OG0017687	-	jg8295.t1		rna-XM_040186724.1			
N0.HOG0021019	OG0017688	-	jg8304.t1		rna-XM_040185836.1			
N0.HOG0021020	OG0017689	-	jg8350.t1		rna-XM_040185873.1			
N0.HOG0021021	OG0017690	-	jg8386.t1		rna-XM_040186010.1			
N0.HOG0021022	OG0017691	-	jg8395.t1		rna-XM_040187075.1			
N0.HOG0021023	OG0017692	-	jg8434.t1		rna-XM_040186797.1			
N0.HOG0021024	OG0017693	-	jg8445.t1		rna-XM_040186720.1			
N0.HOG0021025	OG0017694	-	jg8447.t1		rna-XM_040186620.1			
N0.HOG0021026	OG0017695	-	jg15279.t1, jg8477.t1					
N0.HOG0021027	OG0017696	-	jg8479.t1, jg8479.t2					
N0.HOG0021028	OG0017697	-	jg8501.t1				GwA_15014-RA	
N0.HOG0021029	OG0017698	-	jg8547.t1				GwA_14954-RA	
N0.HOG0021030	OG0017699	-	jg15460.t1, jg8560.t1					
N0.HOG0021031	OG0017700	-	jg8580.t1	ApeQuad03623-RA				
N0.HOG0021032	OG0017701	-	jg8581.t1		rna-XM_040186413.1			
N0.HOG0021033	OG0017702	-	jg8591.t1		rna-XM_040185406.1			
N0.HOG0021034	OG0017703	-	jg8598.t1, jg8600.t1					
N0.HOG0021035	OG0017704	-	jg8607.t1	ApeQuad03608-RA				
N0.HOG0021036	OG0017705	-	jg8621.t2, jg8621.t1					
N0.HOG0021037	OG0017706	-	jg8630.t1				GwA_14882-RA	
N0.HOG0021038	OG0017707	-	jg8632.t1		rna-XM_040186668.1			
N0.HOG0021039	OG0017708	-	jg8649.t2, jg8649.t1					
N0.HOG0021040	OG0017709	-	jg8653.t1	ApeQuad03452-RA				
N0.HOG0021041	OG0017710	-	jg8652.t1		rna-XM_040186036.1			
N0.HOG0021042	OG0017711	-	jg8686.t1				GwA_14817-RA	
N0.HOG0021043	OG0017712	-	jg8702.t1	ApeQuad03503-RA				
N0.HOG0021044	OG0017713	-	jg8704.t1				GwA_14803-RA	
N0.HOG0021045	OG0017714	-	jg8716.t1				GwA_14783-RA	
N0.HOG0021046	OG0017715	-	jg8728.t1				GwA_14768-RA	
N0.HOG0021047	OG0017716	-	jg28112.t1, jg8784.t1					
N0.HOG0021048	OG0017717	-	jg8803.t1		rna-XM_040187605.1			
N0.HOG0021049	OG0017718	-	jg3.t1, jg8814.t1					
N0.HOG0021050	OG0017719	-	jg8818.t1, jg18306.t1					
N0.HOG0021051	OG0017720	-	jg15.t1	ApeQuad15192-RA				
N0.HOG0021052	OG0017721	-	jg28391.t1, jg42.t1					
N0.HOG0021053	OG0017722	-	jg54.t1	ApeQuad15215-RA				
N0.HOG0021054	OG0017723	-	jg66.t1	ApeQuad15221-RA				
N0.HOG0021055	OG0017724	-	jg77.t1	ApeQuad14963-RA				
N0.HOG0021056	OG0017725	-	jg144.t1	ApeQuad15021-RA				
N0.HOG0021057	OG0017726	-	jg171.t1, jg801.t1					
N0.HOG0021058	OG0017727	-	jg200.t1				GwA_25194-RA	
N0.HOG0021059	OG0017728	-	jg204.t1		rna-XM_040200343.1			
N0.HOG0021060	OG0017729	-	jg207.t1				GwA_25187-RA	
N0.HOG0021061	OG0017730	-	jg213.t1		rna-XM_040198768.1			
N0.HOG0021062	OG0017731	-	jg233.t1		rna-XM_040199103.1			
N0.HOG0021063	OG0017732	-	jg239.t1				GwA_25152-RA	
N0.HOG0021064	OG0017733	-	jg242.t1				GwA_25149-RA	
N0.HOG0021065	OG0017734	-	jg275.t1		rna-XM_040200202.1			
N0.HOG0021066	OG0017735	-	jg2155.t1, jg297.t1					
N0.HOG0021067	OG0017736	-	jg319.t1		rna-XM_040200240.1			
N0.HOG0021068	OG0017737	-	jg350.t1, jg21413.t1					
N0.HOG0021069	OG0017738	-	jg376.t1				GwA_25007-RA	
N0.HOG0021070	OG0017739	-	jg429.t1				GwA_24923-RA	
N0.HOG0021071	OG0017740	-	jg483.t1		rna-XM_040199887.1			
N0.HOG0021072	OG0017741	-	jg497.t1, jg497.t2					
N0.HOG0021073	OG0017742	-	jg511.t1		rna-XM_040200540.1			
N0.HOG0021074	OG0017743	-	jg533.t1		rna-XM_040199236.1			
N0.HOG0021075	OG0017744	-	jg536.t1		rna-XM_040199233.1			
N0.HOG0021076	OG0017745	-	jg552.t1				GwA_24798-RA	
N0.HOG0021077	OG0017746	-	jg574.t1	ApeQuad14777-RA				
N0.HOG0021078	OG0017747	-	jg618.t1				GwA_24736-RA	
N0.HOG0021079	OG0017748	-	jg665.t1	ApeQuad14695-RA				
N0.HOG0021080	OG0017749	-	jg698.t1	ApeQuad14675-RA				
N0.HOG0021081	OG0017750	-	jg703.t1				GwA_24647-RA	
N0.HOG0021082	OG0017751	-	jg710.t1		rna-XM_040200354.1			
N0.HOG0021083	OG0017752	-	jg731.t1		rna-XM_040199421.1			
N0.HOG0021084	OG0017753	-	jg786.t1		rna-XM_040198728.1			
N0.HOG0021085	OG0017754	-	jg791.t1, jg18138.t1					
N0.HOG0021086	OG0017755	-	jg804.t1				GwA_24554-RA	
N0.HOG0021087	OG0017756	-	jg868.t1		rna-XM_040199004.1			
N0.HOG0021088	OG0017757	-	jg887.t1		rna-XM_040198985.1			
N0.HOG0021089	OG0017758	-	jg893.t1		rna-XM_040198935.1			
N0.HOG0021090	OG0017759	-	jg948.t1	ApeQuad14526-RA				
N0.HOG0021091	OG0017760	-	jg27147.t1, jg987.t1					
N0.HOG0021092	OG0017761	-	jg1075.t1				GwA_24272-RA	
N0.HOG0021093	OG0017762	-	jg1095.t1		rna-XM_040199172.1			
N0.HOG0021094	OG0017763	-	jg1243.t1, jg1115.t1					
N0.HOG0021095	OG0017764	-	jg1157.t2, jg1157.t1					
N0.HOG0021096	OG0017765	-	jg1202.t1		rna-XM_040199484.1			
N0.HOG0021097	OG0017766	-	jg1266.t1	ApeQuad14390-RA				
N0.HOG0021098	OG0017767	-	jg1279.t1				GwA_29467-RA	
N0.HOG0021099	OG0017768	-	jg1304.t1				GwA_24144-RA	
N0.HOG0021100	OG0017769	-	jg1316.t1				GwA_24133-RA	
N0.HOG0021101	OG0017770	-	jg1338.t1	ApeQuad18630-RA				
N0.HOG0021102	OG0017771	-	jg1343.t1, jg30835.t1					
N0.HOG0021103	OG0017772	-	jg1349.t1		rna-XM_040199835.1			
N0.HOG0021104	OG0017773	-	jg1363.t1				GwA_24110-RA	
N0.HOG0021105	OG0017774	-	jg1376.t1	ApeQuad14362-RA				
N0.HOG0021106	OG0017775	-	jg1379.t1	ApeQuad14358-RA				
N0.HOG0021107	OG0017776	-	jg1386.t2, jg1386.t1					
N0.HOG0021108	OG0017777	-	jg32300.t1, jg32300.t2					
N0.HOG0021109	OG0017778	-	jg32336.t1		rna-XM_040193218.1			
N0.HOG0021110	OG0017779	-	jg32364.t1				GwA_00860-RA	
N0.HOG0021111	OG0017780	-	jg32366.t1				GwA_21301-RA	
N0.HOG0021112	OG0017781	-	jg32378.t1		rna-XM_040193085.1			
N0.HOG0021113	OG0017782	-	jg32418.t1		rna-XM_040193868.1			
N0.HOG0021114	OG0017783	-	jg32438.t1				GwA_06885-RA	
N0.HOG0021115	OG0017784	-	jg32517.t1	ApeQuad07609-RA				
N0.HOG0021116	OG0017785	-	jg32562.t1					GwY_00525-RA
N0.HOG0021117	OG0017786	-	jg32575.t1, jg32575.t2					
N0.HOG0021118	OG0017787	-	jg32584.t1	ApeQuad21912-RA				
N0.HOG0021119	OG0017788	-	jg32652.t1		rna-XM_040194406.1			
N0.HOG0021120	OG0017789	-	jg32689.t1, jg32689.t2					
N0.HOG0021121	OG0017790	-	jg32726.t1				GwA_20233-RA	
N0.HOG0021122	OG0017791	-	jg32733.t1	ApeQuad07446-RA				
N0.HOG0021123	OG0017792	-	jg32743.t1				GwA_27185-RA	
N0.HOG0021124	OG0017793	-	jg32810.t1		rna-XM_040194245.1			
N0.HOG0021125	OG0017794	-	jg32811.t1		rna-XM_040193853.1			
N0.HOG0021126	OG0017795	-	jg32857.t1				GwA_20061-RA	
N0.HOG0021127	OG0017796	-	jg32917.t1				GwA_19974-RA	
N0.HOG0021128	OG0017797	-	jg32982.t1					GwY_00145-RA
N0.HOG0021129	OG0017798	-	jg33220.t1, jg33003.t1					
N0.HOG0021130	OG0017799	-	jg33096.t1	ApeQuad18256-RA				
N0.HOG0021131	OG0017800	-	jg33111.t1		rna-XM_040192429.1			
N0.HOG0021132	OG0017801	-	jg30943.t1, jg33200.t1					
N0.HOG0021133	OG0017802	-	jg33263.t1		rna-XM_040192378.1			
N0.HOG0021134	OG0017803	-	jg33276.t1				GwA_19602-RA	
N0.HOG0021135	OG0017804	-	jg33310.t1		rna-XM_040192693.1			
N0.HOG0021136	OG0017805	-	jg33333.t1		rna-XM_040192235.1			
N0.HOG0021137	OG0017806	-	jg33338.t1	ApeQuad06856-RA				
N0.HOG0021138	OG0017807	-	jg33342.t1		rna-XM_040192810.1			
N0.HOG0021139	OG0017808	-	jg33356.t1				GwA_19540-RA	
N0.HOG0021140	OG0017809	-	jg33453.t1				GwA_19445-RA	
N0.HOG0021141	OG0017810	-	jg33460.t1				GwA_19430-RA	
N0.HOG0021142	OG0017811	-	jg33523.t2, jg33523.t1					
N0.HOG0021143	OG0017812	-	jg33541.t1		rna-XM_040193397.1			
N0.HOG0021144	OG0017813	-	jg33543.t1					GwY_00356-RA
N0.HOG0021145	OG0017814	-	jg33577.t1	ApeQuad06790-RA				
N0.HOG0021146	OG0017815	-	jg33680.t1				GwA_19300-RA	
N0.HOG0021147	OG0017816	-	jg26544.t1, jg33746.t1					
N0.HOG0021148	OG0017817	-	jg33765.t2, jg33765.t1					
N0.HOG0021149	OG0017818	-	jg33768.t1, jg33768.t2					
N0.HOG0021150	OG0017819	-	jg33799.t1		rna-XM_040193996.1			
N0.HOG0021151	OG0017820	-	jg33870.t1	ApeQuad06689-RA				
N0.HOG0021152	OG0017821	-	jg29868.t1				GwA_10399-RA	
N0.HOG0021153	OG0017822	-	jg29872.t1	ApeQuad11546-RA				
N0.HOG0021154	OG0017823	-	jg29914.t1, jg29914.t2					
N0.HOG0021155	OG0017824	-	jg29921.t1	ApeQuad11567-RA				
N0.HOG0021156	OG0017825	-	jg30114.t1, g4722.t1					
N0.HOG0021157	OG0017826	-	jg29970.t1				GwA_10323-RA	
N0.HOG0021158	OG0017827	-	jg29977.t1	ApeQuad11585-RA				
N0.HOG0021159	OG0017828	-	jg30016.t1		rna-XM_040179013.1			
