HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N1.HOG0017322	OG0014397	n0		ApeQuad02323-RA	rna-XM_040159932.1		g11317.t1	
N1.HOG0017323	OG0014398	n0		ApeQuad05713-RA	rna-XM_040163794.1		g10385.t1	
N1.HOG0017324	OG0014399	n0		ApeQuad05717-RA	rna-XM_040162784.1		g10302.t1	
N1.HOG0017325	OG0014400	n0		ApeQuad05718-RA	rna-XM_040162669.1		g10301.t1	
N1.HOG0017326	OG0014401	n0		ApeQuad05719-RA	rna-XM_040162667.1		g10300.t1	
N1.HOG0017327	OG0014402	n0		ApeQuad05723-RA	rna-XM_040163520.1		g10292.t1	
N1.HOG0017328	OG0014403	n0		ApeQuad05725-RA	rna-XM_040163289.1		g10290.t1	
N1.HOG0017329	OG0014404	n0		ApeQuad05733-RA	rna-XM_040163182.1		g10286.t1	
N1.HOG0017330	OG0014405	n0		ApeQuad05736-RA	rna-XM_040162699.1		g10282.t1	
N1.HOG0017331	OG0014406	n0		ApeQuad05738-RA	rna-XM_040162701.1		g10283.t1	
N1.HOG0017332	OG0014407	n0		ApeQuad05746-RA	rna-XM_040163138.1		g10364.t1	
N1.HOG0017333	OG0014408	n0		ApeQuad05751-RA	rna-XM_040162243.1		g10369.t1	
N1.HOG0017334	OG0014409	n0		ApeQuad05703-RA	rna-XM_040163491.1		g10380.t1	
N1.HOG0017335	OG0014410	n0		ApeQuad05702-RA	rna-XM_040163480.1		g10379.t1	
N1.HOG0017336	OG0014411	n0		ApeQuad05701-RA	rna-XM_040163478.1		g10378.t3	
N1.HOG0017337	OG0014412	n0		ApeQuad05700-RA	rna-XM_040163490.1		g10377.t1	
N1.HOG0017338	OG0014413	n0		ApeQuad05699-RA	rna-XM_040163481.1		g10376.t2	
N1.HOG0017339	OG0014414	n0		ApeQuad05698-RA	rna-XM_040163479.1		g10375.t1	
N1.HOG0017340	OG0014415	n0		ApeQuad05697-RA	rna-XM_040162782.1		g10374.t1	
N1.HOG0017341	OG0014416	n0		ApeQuad05696-RA	rna-XM_040163740.1		g10373.t1	
N1.HOG0017342	OG0014417	n0		ApeQuad05695-RA	rna-XM_040162337.1		g10372.t1	
N1.HOG0017343	OG0014418	n0		ApeQuad05693-RA	rna-XM_040163625.1		g10370.t1	
N1.HOG0017344	OG0014419	n0		ApeQuad05691-RA	rna-XM_040163312.1		g10410.t2	
N1.HOG0017345	OG0014420	n0		ApeQuad05689-RA	rna-XM_040162946.1		g10413.t2	
N1.HOG0017346	OG0014421	n0		ApeQuad05688-RA	rna-XM_040162949.1		g10415.t1	
N1.HOG0017347	OG0014422	n0		ApeQuad05687-RA	rna-XM_040162942.1		g10323.t1	
N1.HOG0017348	OG0014423	n0		ApeQuad05686-RA	rna-XM_040162781.1		g10324.t1	
N1.HOG0017349	OG0014424	n0		ApeQuad05684-RA	rna-XM_040162938.1		g10326.t1	
N1.HOG0017350	OG0014425	n0		ApeQuad05683-RA	rna-XM_040162936.1		g10327.t1	
N1.HOG0017351	OG0014426	n0		ApeQuad05681-RA	rna-XM_040162934.1		g10328.t1	
N1.HOG0017352	OG0014427	n0		ApeQuad21907-RA	rna-XM_040162935.1		g10329.t1	
N1.HOG0017353	OG0014428	n0		ApeQuad05679-RA	rna-XM_040162931.1		g10332.t1	
N1.HOG0017354	OG0014429	n0		ApeQuad05675-RA	rna-XM_040162933.1		g10334.t1	
N1.HOG0017355	OG0014430	n0		ApeQuad05674-RA	rna-XM_040162928.1		g10335.t1	
N1.HOG0017356	OG0014431	n0		ApeQuad05673-RA	rna-XM_040162780.1		g10336.t1	
N1.HOG0017357	OG0014432	n0		ApeQuad05665-RA	rna-XM_040161637.1		g4310.t1	
N1.HOG0017358	OG0014433	n0		ApeQuad05680-RA	rna-XM_040161655.1		g10342.t1	
N1.HOG0017359	OG0014434	n0		ApeQuad05661-RA	rna-XM_040161645.1		g10343.t1	
N1.HOG0017360	OG0014435	n0		ApeQuad05659-RA	rna-XM_040161653.1		g10345.t1	
N1.HOG0017361	OG0014436	n0		ApeQuad05763-RA	rna-XM_040162815.1		g10460.t2	
N1.HOG0017362	OG0014437	n0		ApeQuad05787-RA	rna-XM_040162506.1		g10440.t1	
N1.HOG0017363	OG0014438	n0		ApeQuad05786-RA	rna-XM_040162505.1		g10441.t1	
N1.HOG0017364	OG0014439	n0		ApeQuad05785-RA	rna-XM_040163493.1		g10442.t1	
N1.HOG0017365	OG0014440	n0		ApeQuad05783-RA	rna-XM_040163656.1		g10444.t1	
N1.HOG0017366	OG0014441	n0		ApeQuad05782-RA	rna-XM_040163024.1		g10445.t1	
N1.HOG0017367	OG0014442	n0		ApeQuad12650-RA, ApeQuad12651-RA, ApeQuad05777-RA				
N1.HOG0017368	OG0014443	n0		ApeQuad05775-RA	rna-XM_040161577.1		g10450.t1	
N1.HOG0017369	OG0014444	n0		ApeQuad05773-RA	rna-XM_040161571.1		g10452.t1	
N1.HOG0017370	OG0014445	n0		ApeQuad05800-RA	rna-XM_040163224.1		g10431.t1	
N1.HOG0017371	OG0014446	n0		ApeQuad05805-RA	rna-XM_040163873.1		g10427.t2	
N1.HOG0017372	OG0014447	n0		ApeQuad05812-RA	rna-XM_040162727.1		g10421.t1	
N1.HOG0017373	OG0014448	n0			rna-XM_040162788.1	rna-XM_040168026.1	g10394.t1	
N1.HOG0017374	OG0014449	n0		ApeQuad05830-RA	rna-XM_040162769.1		g10392.t1	
N1.HOG0017375	OG0014450	n0		ApeQuad05835-RA	rna-XM_040163235.1		g10389.t1	
N1.HOG0017376	OG0014451	n0		ApeQuad05849-RA	rna-XM_040163644.1		g10314.t1	
N1.HOG0017377	OG0014452	n0		ApeQuad05640-RA	rna-XM_040163720.1		g50.t1	
N1.HOG0017378	OG0014453	n0		ApeQuad05643-RA	rna-XM_040163620.1		g52.t1	
N1.HOG0017379	OG0014454	n0		ApeQuad05866-RA	rna-XM_040163238.1		g10475.t1	
N1.HOG0017380	OG0014455	n0			rna-XM_040163285.1		g14621.t1, g10480.t1	
N1.HOG0017381	OG0014456	n0		ApeQuad05867-RA	rna-XM_040163199.1		g10489.t1	
N1.HOG0017382	OG0014457	n0			rna-XM_040163630.1	rna-XM_040168629.1	g10491.t1	
N1.HOG0017383	OG0014458	n0			rna-XM_040163269.1	rna-XM_040168553.1	g10494.t1	
N1.HOG0017384	OG0014459	n0		ApeQuad05890-RA	rna-XM_040161824.1		g10510.t1	
N1.HOG0017385	OG0014460	n0		ApeQuad05891-RA	rna-XM_040161814.1		g10511.t2	
N1.HOG0017386	OG0014461	n0		ApeQuad05892-RA	rna-XM_040161827.1		g10512.t1	
N1.HOG0017387	OG0014462	n0		ApeQuad05893-RA	rna-XM_040161812.1		g10513.t1	
N1.HOG0017388	OG0014463	n0		ApeQuad05902-RA	rna-XM_040163472.1		g10521.t1	
N1.HOG0017389	OG0014464	n0		ApeQuad05904-RA	rna-XM_040163178.1		g10522.t2	
N1.HOG0017390	OG0014465	n0		ApeQuad05917-RA	rna-XM_040163032.1		g10530.t1	
N1.HOG0017391	OG0014466	n0		ApeQuad05928-RA	rna-XM_040163527.1		g10537.t1	
N1.HOG0017392	OG0014467	n0		ApeQuad05930-RA	rna-XM_040163528.1		g10540.t1	
N1.HOG0017393	OG0014468	n0		ApeQuad05931-RA	rna-XM_040163538.1		g10541.t1	
N1.HOG0017394	OG0014469	n0		ApeQuad05939-RA	rna-XM_040163096.1		g10548.t1	
N1.HOG0017395	OG0014470	n0		ApeQuad05941-RA	rna-XM_040163092.1		g10551.t1	
N1.HOG0017396	OG0014471	n0		ApeQuad05954-RA	rna-XM_040162915.1		g10562.t1	
N1.HOG0017397	OG0014472	n0		ApeQuad05955-RA	rna-XM_040162912.1		g10563.t1	
N1.HOG0017398	OG0014473	n0		ApeQuad05956-RA	rna-XM_040162913.1		g10564.t1	
N1.HOG0017399	OG0014474	n0		ApeQuad05960-RA	rna-XM_040163216.1		g10567.t1	
N1.HOG0017400	OG0014475	n0		ApeQuad05962-RA	rna-XM_040163217.1		g10570.t1	
N1.HOG0017401	OG0014476	n0		ApeQuad21908-RA	rna-XM_040161981.1		g10571.t1	
N1.HOG0017402	OG0014477	n0		ApeQuad05967-RA	rna-XM_040162977.1			g22623.t1
N1.HOG0017403	OG0014478	n0		ApeQuad05969-RA			g10574.t1	
N1.HOG0017404	OG0014479	n0		ApeQuad05976-RA	rna-XM_040163499.1		g10581.t2	
N1.HOG0017405	OG0014480	n0		ApeQuad05989-RA	rna-XM_040162343.1			
N1.HOG0017406	OG0014481	n0		ApeQuad06002-RA	rna-XM_040162736.1		g10601.t1	
N1.HOG0017407	OG0014482	n0		ApeQuad06016-RA	rna-XM_040163571.1		g10612.t1	
N1.HOG0017408	OG0014483	n0		ApeQuad06022-RA	rna-XM_040163259.1		g10618.t1	
N1.HOG0017409	OG0014484	n0			rna-XM_040163262.1	rna-XM_040168908.1	g10619.t1	
N1.HOG0017410	OG0014485	n0			rna-XM_040163264.1	rna-XM_040168909.1	g10620.t1	
N1.HOG0017411	OG0014486	n0		ApeQuad06023-RA	rna-XM_040163250.1		g10621.t2	
N1.HOG0017412	OG0014487	n0		ApeQuad06028-RA	rna-XM_040162012.1		g10626.t1	
N1.HOG0017413	OG0014488	n0		ApeQuad06031-RA	rna-XM_040162002.1		g10629.t1	
N1.HOG0017414	OG0014489	n0				rna-XM_040168708.1	g10632.t1	
N1.HOG0017415	OG0014490	n0		ApeQuad06040-RA	rna-XM_040163618.1		g10637.t1	
N1.HOG0017416	OG0014491	n0		ApeQuad06041-RA	rna-XM_040163986.1		g10638.t1	
N1.HOG0017417	OG0014492	n0		ApeQuad06047-RA	rna-XM_040162839.1		g10645.t1	
N1.HOG0017418	OG0014493	n0			rna-XM_040164024.1	rna-XM_040168891.1	g10650.t1	
N1.HOG0017419	OG0014494	n0		ApeQuad06071-RA	rna-XM_040164014.1		g10666.t1	
N1.HOG0017420	OG0014495	n0		ApeQuad06069-RA	rna-XM_040162838.1		g10667.t1	
N1.HOG0017421	OG0014496	n0			rna-XM_040162837.1	rna-XM_040168686.1	g10670.t1	
N1.HOG0017422	OG0014497	n0		ApeQuad06082-RA	rna-XM_040163365.1		g10679.t1	
N1.HOG0017423	OG0014498	n0		ApeQuad06104-RA	rna-XM_040161947.1		g10704.t1	
N1.HOG0017424	OG0014499	n0		ApeQuad06106-RA	rna-XM_040161953.1		g10706.t1	
N1.HOG0017425	OG0014500	n0			rna-XM_040161941.1	rna-XM_040168739.1	g10713.t1	
N1.HOG0017426	OG0014501	n0		ApeQuad06133-RA	rna-XM_040161914.1		g10733.t1	
N1.HOG0017427	OG0014502	n0		ApeQuad06138-RA	rna-XM_040161695.1		g10738.t1	
N1.HOG0017428	OG0014503	n0			rna-XM_040161698.1		g10739.t1	
N1.HOG0017429	OG0014504	n0		ApeQuad06143-RA	rna-XM_040163869.1		g10743.t1	
N1.HOG0017430	OG0014505	n0		ApeQuad06144-RA	rna-XM_040163867.1		g10744.t1	
N1.HOG0017431	OG0014506	n0		ApeQuad06157-RA	rna-XM_040162482.1		g10757.t1	
N1.HOG0017432	OG0014507	n0		ApeQuad06165-RA	rna-XM_040163207.1		g10765.t2	
N1.HOG0017433	OG0014508	n0		ApeQuad06171-RA	rna-XM_040163749.1		g10770.t1	
N1.HOG0017434	OG0014509	n0		ApeQuad06172-RA	rna-XM_040163079.1		g10771.t1	
N1.HOG0017435	OG0014510	n0		ApeQuad21909-RA	rna-XM_040161562.1		g10774.t1	
N1.HOG0017436	OG0014511	n0		ApeQuad06181-RA	rna-XM_040163791.1		g10776.t1	
N1.HOG0017437	OG0014512	n0		ApeQuad06183-RA	rna-XM_040163737.1		g10778.t1	
N1.HOG0017438	OG0014513	n0			rna-XM_040163616.1	rna-XM_040169061.1	g10795.t1	
N1.HOG0017439	OG0014514	n0		ApeQuad06199-RA	rna-XM_040162548.1		g10796.t1	
N1.HOG0017440	OG0014515	n0		ApeQuad06205-RA	rna-XM_040162525.1		g10804.t1	
N1.HOG0017441	OG0014516	n0		ApeQuad06207-RA	rna-XM_040162526.1		g10805.t1	
N1.HOG0017442	OG0014517	n0			rna-XM_040163163.1	rna-XM_040168801.1	g10810.t1	
N1.HOG0017443	OG0014518	n0		ApeQuad06216-RA	rna-XM_040161618.1		g10815.t1	
N1.HOG0017444	OG0014519	n0		ApeQuad06224-RA	rna-XM_040162183.1		g10824.t1	
N1.HOG0017445	OG0014520	n0		ApeQuad06228-RA	rna-XM_040162500.1		g10827.t1	
N1.HOG0017446	OG0014521	n0		ApeQuad06231-RA	rna-XM_040163703.1		g11212.t1	
N1.HOG0017447	OG0014522	n0		ApeQuad06232-RA	rna-XM_040163790.1		g11211.t1	
N1.HOG0017448	OG0014523	n0		ApeQuad06235-RA	rna-XM_040162970.1		g11210.t1	
N1.HOG0017449	OG0014524	n0		ApeQuad06236-RA	rna-XM_040162860.1		g11207.t2	
N1.HOG0017450	OG0014525	n0		ApeQuad06237-RA	rna-XM_040162502.1		g11206.t1	
N1.HOG0017451	OG0014526	n0		ApeQuad06238-RA	rna-XM_040162503.1		g11205.t1	
N1.HOG0017452	OG0014527	n0		ApeQuad06239-RA	rna-XM_040162143.1		g11204.t1	
N1.HOG0017453	OG0014528	n0		ApeQuad06241-RA	rna-XM_040162141.1		g11201.t1	
N1.HOG0017454	OG0014529	n0		ApeQuad06244-RA	rna-XM_040162800.1		g11199.t1	
N1.HOG0017455	OG0014530	n0		ApeQuad06245-RA	rna-XM_040162798.1		g11198.t1	
N1.HOG0017456	OG0014531	n0		ApeQuad06246-RA	rna-XM_040162797.1		g11197.t1	
N1.HOG0017457	OG0014532	n0		ApeQuad06253-RA	rna-XM_040162091.1		g11191.t1	
N1.HOG0017458	OG0014533	n0		ApeQuad06255-RA	rna-XM_040162097.1		g11189.t1	
N1.HOG0017459	OG0014534	n0		ApeQuad06259-RA	rna-XM_040162869.1		g11187.t1	
N1.HOG0017460	OG0014535	n0		ApeQuad06260-RA	rna-XM_040162864.1		g11185.t2	
N1.HOG0017461	OG0014536	n0		ApeQuad06262-RA	rna-XM_040164055.1		g11183.t1	
N1.HOG0017462	OG0014537	n0		ApeQuad06269-RA	rna-XM_040162023.1		g11176.t2	
N1.HOG0017463	OG0014538	n0		ApeQuad06272-RA	rna-XM_040162015.1		g11174.t1	
N1.HOG0017464	OG0014539	n0		ApeQuad06273-RA	rna-XM_040162025.1		g11173.t2	
N1.HOG0017465	OG0014540	n0		ApeQuad06275-RA	rna-XM_040163171.1		g11166.t15	
N1.HOG0017466	OG0014541	n0		ApeQuad06276-RA	rna-XM_040163343.1		g11164.t1	
N1.HOG0017467	OG0014542	n0		ApeQuad06281-RA	rna-XM_040162446.1		g11158.t1	
N1.HOG0017468	OG0014543	n0		ApeQuad06282-RA	rna-XM_040161770.1		g11157.t1	
N1.HOG0017469	OG0014544	n0		ApeQuad06284-RA	rna-XM_040161757.1		g11155.t2	
N1.HOG0017470	OG0014545	n0		ApeQuad06285-RA	rna-XM_040161755.1		g11153.t1	
N1.HOG0017471	OG0014546	n0		ApeQuad06286-RA	rna-XM_040161777.1		g11152.t1	
N1.HOG0017472	OG0014547	n0		ApeQuad06287-RA	rna-XM_040161741.1		g11151.t1	
N1.HOG0017473	OG0014548	n0		ApeQuad06288-RA	rna-XM_040161712.1		g11150.t1	
N1.HOG0017474	OG0014549	n0		ApeQuad06290-RA	rna-XM_040161783.1		g11145.t1	
N1.HOG0017475	OG0014550	n0		ApeQuad06294-RA	rna-XM_040161794.1		g11141.t1	
N1.HOG0017476	OG0014551	n0		ApeQuad06295-RA	rna-XM_040161743.1		g11140.t1	
N1.HOG0017477	OG0014552	n0		ApeQuad06296-RA	rna-XM_040161768.1		g11139.t1	
N1.HOG0017478	OG0014553	n0		ApeQuad06302-RA	rna-XM_040161789.1		g11133.t1	
N1.HOG0017479	OG0014554	n0		ApeQuad06303-RA	rna-XM_040161799.1		g11132.t1	
N1.HOG0017480	OG0014555	n0		ApeQuad06309-RA	rna-XM_040161796.1		g11130.t1	
N1.HOG0017481	OG0014556	n0		ApeQuad06312-RA	rna-XM_040161802.1		g11127.t1	
N1.HOG0017482	OG0014557	n0		ApeQuad06313-RA	rna-XM_040162854.1		g11126.t1	
N1.HOG0017483	OG0014558	n0		ApeQuad06316-RA	rna-XM_040161771.1		g11123.t1	
N1.HOG0017484	OG0014559	n0		ApeQuad06318-RA	rna-XM_040161795.1		g11117.t1	
N1.HOG0017485	OG0014560	n0		ApeQuad06319-RA	rna-XM_040161707.1		g11116.t1	
N1.HOG0017486	OG0014561	n0		ApeQuad06321-RA	rna-XM_040163627.1		g11114.t1	
N1.HOG0017487	OG0014562	n0		ApeQuad06324-RA	rna-XM_040162853.1		g11109.t1	
N1.HOG0017488	OG0014563	n0		ApeQuad06326-RA	rna-XM_040163447.1		g11108.t1	
N1.HOG0017489	OG0014564	n0		ApeQuad06330-RA	rna-XM_040163446.1		g11104.t1	
N1.HOG0017490	OG0014565	n0		ApeQuad06333-RA	rna-XM_040163278.1		g11099.t1	
N1.HOG0017491	OG0014566	n0		ApeQuad06334-RA	rna-XM_040163507.1		g11098.t3	
N1.HOG0017492	OG0014567	n0		ApeQuad06339-RA	rna-XM_040162984.1		g11091.t1	
N1.HOG0017493	OG0014568	n0		ApeQuad06340-RA	rna-XM_040163661.1		g10867.t1	
N1.HOG0017494	OG0014569	n0		ApeQuad06341-RA	rna-XM_040163663.1		g10866.t1	
N1.HOG0017495	OG0014570	n0		ApeQuad06342-RA	rna-XM_040163950.1		g10865.t2	
N1.HOG0017496	OG0014571	n0		ApeQuad06343-RA	rna-XM_040163953.1		g10864.t1	
N1.HOG0017497	OG0014572	n0		ApeQuad06345-RA	rna-XM_040163397.1		g10859.t1	
N1.HOG0017498	OG0014573	n0		ApeQuad06348-RA	rna-XM_040162694.1		g10856.t1	
N1.HOG0017499	OG0014574	n0		ApeQuad06349-RA	rna-XM_040162696.1		g10855.t1	
N1.HOG0017500	OG0014575	n0		ApeQuad06350-RA	rna-XM_040162877.1		g10854.t1	
N1.HOG0017501	OG0014576	n0		ApeQuad06354-RA	rna-XM_040162767.1		g10852.t1	
N1.HOG0017502	OG0014577	n0		ApeQuad06355-RA	rna-XM_040163611.1		g10849.t2	
N1.HOG0017503	OG0014578	n0		ApeQuad06356-RA	rna-XM_040163614.1		g10848.t1	
N1.HOG0017504	OG0014579	n0		ApeQuad06361-RA	rna-XM_040163168.1		g10844.t2	
N1.HOG0017505	OG0014580	n0		ApeQuad06362-RA	rna-XM_040163960.1		g10843.t1	
N1.HOG0017506	OG0014581	n0			rna-XM_040163204.1	rna-XM_040169044.1	g10840.t1	
N1.HOG0017507	OG0014582	n0		ApeQuad06370-RA	rna-XM_040162747.1		g10833.t1	
N1.HOG0017508	OG0014583	n0		ApeQuad06372-RA	rna-XM_040162585.1		g10832.t2	
N1.HOG0017509	OG0014584	n0		ApeQuad06373-RA	rna-XM_040162578.1		g10830.t1	
N1.HOG0017510	OG0014585	n0		ApeQuad06375-RA	rna-XM_040163698.1		g11215.t1	
N1.HOG0017511	OG0014586	n0		ApeQuad06376-RA	rna-XM_040163710.1		g11217.t1	
N1.HOG0017512	OG0014587	n0		ApeQuad06380-RA	rna-XM_040163822.1		g11219.t1	
N1.HOG0017513	OG0014588	n0		ApeQuad06384-RA	rna-XM_040163631.1		g11222.t3	
N1.HOG0017514	OG0014589	n0		ApeQuad06385-RA	rna-XM_040163638.1		g11223.t1	
N1.HOG0017515	OG0014590	n0		ApeQuad06394-RA	rna-XM_040161701.1		g11232.t1	
N1.HOG0017516	OG0014591	n0		ApeQuad06395-RA	rna-XM_040161804.1		g11233.t1	
N1.HOG0017517	OG0014592	n0		ApeQuad06399-RA	rna-XM_040162719.1		g11237.t1	
N1.HOG0017518	OG0014593	n0		ApeQuad06400-RA	rna-XM_040162721.1		g11241.t1	
N1.HOG0017519	OG0014594	n0		ApeQuad06405-RA	rna-XM_040163048.1		g11245.t1	
N1.HOG0017520	OG0014595	n0		ApeQuad06406-RA	rna-XM_040163047.1		g11246.t1	
N1.HOG0017521	OG0014596	n0		ApeQuad06409-RA	rna-XM_040162791.1		g11248.t1	
N1.HOG0017522	OG0014597	n0		ApeQuad06410-RA	rna-XM_040163460.1		g11249.t1	
N1.HOG0017523	OG0014598	n0		ApeQuad06412-RA	rna-XM_040163232.1		g11251.t1	
N1.HOG0017524	OG0014599	n0		ApeQuad06414-RA	rna-XM_040162890.1		g11253.t1	
N1.HOG0017525	OG0014600	n0		ApeQuad06415-RA	rna-XM_040163820.1		g11254.t1	
N1.HOG0017526	OG0014601	n0		ApeQuad06416-RA	rna-XM_040163059.1		g11255.t1	
N1.HOG0017527	OG0014602	n0		ApeQuad06425-RA	rna-XM_040164072.1		g11260.t1	
N1.HOG0017528	OG0014603	n0		ApeQuad06430-RA	rna-XM_040162328.1		g11265.t1	
N1.HOG0017529	OG0014604	n0		ApeQuad06431-RA	rna-XM_040162326.1		g11266.t1	
N1.HOG0017530	OG0014605	n0		ApeQuad06435-RA	rna-XM_040163244.1		g11268.t1	
N1.HOG0017531	OG0014606	n0		ApeQuad06436-RA	rna-XM_040162038.1		g11269.t1	
N1.HOG0017532	OG0014607	n0		ApeQuad06442-RA	rna-XM_040161613.1		g11273.t1	
N1.HOG0017533	OG0014608	n0		ApeQuad06443-RA	rna-XM_040161605.1		g11274.t1	
N1.HOG0017534	OG0014609	n0		ApeQuad06445-RA	rna-XM_040161611.1		g11276.t1	
N1.HOG0017535	OG0014610	n0		ApeQuad06446-RA	rna-XM_040161617.1		g11278.t1	
N1.HOG0017536	OG0014611	n0		ApeQuad06448-RA	rna-XM_040163016.1		g11279.t1	
N1.HOG0017537	OG0014612	n0		ApeQuad06449-RA	rna-XM_040163017.1		g11280.t1	
N1.HOG0017538	OG0014613	n0		ApeQuad06450-RA	rna-XM_040163696.1		g11281.t1	
N1.HOG0017539	OG0014614	n0		ApeQuad06453-RA	rna-XM_040162609.1		g11282.t1	
N1.HOG0017540	OG0014615	n0		ApeQuad06454-RA	rna-XM_040162613.1		g11284.t1	
N1.HOG0017541	OG0014616	n0		ApeQuad06457-RA	rna-XM_040163583.1		g11288.t1	
N1.HOG0017542	OG0014617	n0		ApeQuad06458-RA	rna-XM_040163575.1		g11289.t2	
N1.HOG0017543	OG0014618	n0		ApeQuad06460-RA	rna-XM_040163587.1		g11292.t6	
N1.HOG0017544	OG0014619	n0		ApeQuad06468-RA	rna-XM_040162099.1		g11295.t6	
N1.HOG0017545	OG0014620	n0		ApeQuad06469-RA	rna-XM_040162116.1		g11297.t1	
N1.HOG0017546	OG0014621	n0		ApeQuad06472-RA	rna-XM_040162117.1		g11298.t1	
N1.HOG0017547	OG0014622	n0		ApeQuad06475-RA	rna-XM_040163668.1		g11301.t1	
N1.HOG0017548	OG0014623	n0		ApeQuad06476-RA	rna-XM_040163249.1		g11302.t1	
N1.HOG0017549	OG0014624	n0		ApeQuad06479-RA	rna-XM_040163797.1		g11305.t1	
N1.HOG0017550	OG0014625	n0		ApeQuad06480-RA	rna-XM_040163795.1		g11306.t1	
N1.HOG0017551	OG0014626	n0		ApeQuad06481-RA	rna-XM_040163798.1		g11307.t1	
N1.HOG0017552	OG0014627	n0		ApeQuad06484-RA	rna-XM_040163078.1		g11309.t1	
N1.HOG0017553	OG0014628	n0		ApeQuad06497-RA	rna-XM_040163556.1		g11035.t2	
N1.HOG0017554	OG0014629	n0		ApeQuad06509-RA	rna-XM_040163462.1		g11045.t1	
N1.HOG0017555	OG0014630	n0		ApeQuad06512-RA	rna-XM_040163755.1		g11048.t2	
N1.HOG0017556	OG0014631	n0		ApeQuad06514-RA	rna-XM_040163328.1		g11050.t1	
N1.HOG0017557	OG0014632	n0		ApeQuad06520-RA	rna-XM_040162344.1		g11058.t1	
N1.HOG0017558	OG0014633	n0		ApeQuad06521-RA	rna-XM_040163643.1		g11059.t1	
N1.HOG0017559	OG0014634	n0		ApeQuad06522-RA	rna-XM_040163102.1		g11060.t1	
N1.HOG0017560	OG0014635	n0			rna-XM_040163385.1	rna-XM_040168764.1	g11068.t1	
N1.HOG0017561	OG0014636	n0		ApeQuad06530-RA	rna-XM_040163390.1		g11070.t1	
N1.HOG0017562	OG0014637	n0		ApeQuad06531-RA	rna-XM_040163388.1		g11071.t1	
N1.HOG0017563	OG0014638	n0		ApeQuad06532-RA	rna-XM_040163379.1		g11073.t1	
N1.HOG0017564	OG0014639	n0			rna-XM_040163393.1	rna-XM_040169048.1	g11074.t1	
N1.HOG0017565	OG0014640	n0		ApeQuad06536-RA	rna-XM_040162993.1		g11077.t1	
N1.HOG0017566	OG0014641	n0		ApeQuad06547-RA	rna-XM_040163401.1		g11083.t1	
N1.HOG0017567	OG0014642	n0		ApeQuad06549-RA	rna-XM_040163664.1		g11085.t1	
N1.HOG0017568	OG0014643	n0		ApeQuad06550-RA	rna-XM_040162055.1		g11086.t1	
N1.HOG0017569	OG0014644	n0		ApeQuad06555-RA	rna-XM_040161872.1		g10871.t1	
N1.HOG0017570	OG0014645	n0		ApeQuad06557-RA	rna-XM_040163086.1		g10873.t1	
N1.HOG0017571	OG0014646	n0		ApeQuad06566-RA	rna-XM_040162268.1		g10880.t3	
N1.HOG0017572	OG0014647	n0		ApeQuad06567-RA	rna-XM_040162690.1		g10881.t1	
N1.HOG0017573	OG0014648	n0		ApeQuad06571-RA	rna-XM_040163727.1		g10885.t1	
N1.HOG0017574	OG0014649	n0		ApeQuad06572-RA	rna-XM_040164058.1		g10886.t1	
N1.HOG0017575	OG0014650	n0		ApeQuad06576-RA	rna-XM_040162846.1		g10889.t1	
N1.HOG0017576	OG0014651	n0		ApeQuad06577-RA	rna-XM_040162214.1		g10890.t1	
N1.HOG0017577	OG0014652	n0		ApeQuad06579-RA	rna-XM_040162198.1		g10892.t3	
N1.HOG0017578	OG0014653	n0		ApeQuad06578-RA	rna-XM_040162212.1		g10893.t1	
N1.HOG0017579	OG0014654	n0		ApeQuad06583-RA	rna-XM_040162411.1		g10897.t1	
N1.HOG0017580	OG0014655	n0		ApeQuad06584-RA	rna-XM_040162414.1		g10898.t1	
N1.HOG0017581	OG0014656	n0		ApeQuad06585-RA	rna-XM_040162412.1		g10899.t1	
N1.HOG0017582	OG0014657	n0		ApeQuad06586-RA	rna-XM_040162408.1		g10900.t1	
N1.HOG0017583	OG0014658	n0		ApeQuad06589-RA	rna-XM_040163394.1		g10903.t1	
N1.HOG0017584	OG0014659	n0		ApeQuad06593-RA	rna-XM_040164060.1		g10907.t1	
N1.HOG0017585	OG0014660	n0		ApeQuad06598-RA	rna-XM_040163420.1		g10914.t1	
N1.HOG0017586	OG0014661	n0		ApeQuad06602-RA	rna-XM_040162918.1		g10918.t1	
N1.HOG0017587	OG0014662	n0		ApeQuad06607-RA	rna-XM_040163894.1		g10927.t1	
N1.HOG0017588	OG0014663	n0		ApeQuad06608-RA	rna-XM_040163888.1		g10928.t1	
N1.HOG0017589	OG0014664	n0		ApeQuad06610-RA	rna-XM_040163889.1		g10929.t1	
N1.HOG0017590	OG0014665	n0		ApeQuad06613-RA	rna-XM_040163209.1		g10931.t2	
N1.HOG0017591	OG0014666	n0		ApeQuad06614-RA	rna-XM_040163724.1		g10932.t1	
N1.HOG0017592	OG0014667	n0		ApeQuad06616-RA	rna-XM_040163751.1		g10934.t1	
N1.HOG0017593	OG0014668	n0		ApeQuad06617-RA	rna-XM_040161810.1		g10935.t1	
N1.HOG0017594	OG0014669	n0		ApeQuad06619-RA	rna-XM_040163196.1		g10936.t2	
N1.HOG0017595	OG0014670	n0		ApeQuad06620-RA	rna-XM_040163197.1		g10937.t1	
