external_gene_name	ensembl_gene_id	gene_biotype	chrom_HG37	chrom_start_HG37	chrom_end_HG37	HI	percentile	PLs
VSTM1	ENSG00000275330	protein_coding	chr19	54544079	54567207	0.000623601	97.75%	0/255/0
VSTM1	ENSG00000189068	protein_coding	chr19	54544079	54567207	0.000623601	97.75%	0/255/0
VSTM1	ENSG00000274887	protein_coding	chr19	54544079	54567207	0.000623601	97.75%	0/255/0
VSTM1	ENSG00000277607	protein_coding	chr19	54544079	54567207	0.000623601	97.75%	0/255/0
VSTM2A	ENSG00000170419	protein_coding	chr7	54610018	54638773	0.07415491	56.49%	100/155/0
VSTM2B	ENSG00000187135	protein_coding	chr19	30017406	30055386	0.040552506	65.6%	75/180/0
VSTM2L	ENSG00000132821	protein_coding	chr20	36531499	36573752	0.358588083	23.54%	175/80/0
VSTM4	ENSG00000165633	protein_coding	chr10	50222290	50323554	0.041936741	65.12%	75/180/0
VSTM5	ENSG00000214376	protein_coding	chr11	93551398	93583697	0.089807639	53.27%	100/155/0
VSX1	ENSG00000100987	protein_coding	chr20	25051521	25062996	0.019829989	74.27%	50/205/0
VSX2	ENSG00000119614	protein_coding	chr14	74706175	74729441	0.849921612	4.64%	255/0/0
VTA1	ENSG00000009844	protein_coding	chr6	142468367	142545826	0.350801033	24.05%	175/80/0
VTCN1	ENSG00000134258	protein_coding	chr1	117686209	117753556	0.18083062	38.93%	150/105/0
VTI1A	ENSG00000151532	protein_coding	chr10	114206756	114578503	0.960137738	1.97%	255/0/0
VTI1B	ENSG00000100568	protein_coding	chr14	68113792	68141548	0.226887827	33.68%	150/105/0
VTN	ENSG00000109072	protein_coding	chr17	26691290	26700110	0.304771105	27.29%	175/80/0
VWA1	ENSG00000179403	protein_coding	chr1	1370241	1378262	0.012544196	78.87%	50/205/0
VWA2	ENSG00000165816	protein_coding	chr10	115999018	116051272	0.096363159	51.86%	100/155/0
VWA3A	ENSG00000175267	protein_coding	chr16	22103859	22168287	0.033920602	67.8%	75/180/0
VWA3B	ENSG00000168658	protein_coding	chr2	98703579	98929762	0.029065686	69.83%	75/180/0
VWA5A	ENSG00000110002	protein_coding	chr11	123986069	124018428	0.013022691	78.5%	50/205/0
VWA5B1	ENSG00000158816	protein_coding	chr1	20617412	20681387	0.101434599	50.88%	100/155/0
VWA5B2	ENSG00000145198	protein_coding	chr3	183948217	183960117	0.054368761	61.38%	75/180/0
VWA7	ENSG00000227144	protein_coding	chr6	31733367	31745108	0.050966408	62.38%	75/180/0
VWA7	ENSG00000238203	protein_coding	chr6	31733367	31745108	0.050966408	62.38%	75/180/0
VWA7	ENSG00000223757	protein_coding	chr6	31733367	31745108	0.050966408	62.38%	75/180/0
VWA7	ENSG00000234433	protein_coding	chr6	31733367	31745108	0.050966408	62.38%	75/180/0
VWA7	ENSG00000204396	protein_coding	chr6	31733367	31745108	0.050966408	62.38%	75/180/0
VWA7	ENSG00000230048	protein_coding	chr6	31733367	31745108	0.050966408	62.38%	75/180/0
VWA8	ENSG00000102763	protein_coding	chr13	42140973	42535256	0.204677674	36.15%	150/105/0
VWC2	ENSG00000188730	protein_coding	chr7	49813257	49961546	0.129528634	45.93%	125/130/0
VWC2L	ENSG00000174453	protein_coding	chr2	215275789	215443683	0.888840699	3.72%	255/0/0
VWCE	ENSG00000167992	protein_coding	chr11	61025762	61062896	0.02539907	71.62%	50/205/0
VWDE	ENSG00000146530	protein_coding	chr7	12370511	12443567	0.014104761	77.81%	50/205/0
VWF	ENSG00000110799	protein_coding	chr12	6058040	6233936	0.625448521	10.93%	200/55/0
WAC	ENSG00000095787	protein_coding	chr10	28821422	28912041	0.661625288	9.64%	255/0/0
WARS2	ENSG00000116874	protein_coding	chr1	119573839	119683294	0.193333289	37.49%	150/105/0
WAS	ENSG00000015285	protein_coding	chrX	48534985	48549818	0.194342372	37.38%	150/105/0
WASF1	ENSG00000112290	protein_coding	chr6	110421022	110501207	0.563273084	13.23%	200/55/0
WASF2	ENSG00000158195	protein_coding	chr1	27730730	27816669	0.56996266	12.98%	200/55/0
WASF3	ENSG00000132970	protein_coding	chr13	27131840	27263085	0.074529422	56.4%	100/155/0
WASL	ENSG00000106299	protein_coding	chr7	123321989	123389121	0.592802153	12.03%	200/55/0
WBP1	ENSG00000239779	protein_coding	chr2	74685456	74688018	0.079395428	55.31%	100/155/0
WBP11	ENSG00000084463	protein_coding	chr12	14939410	14956474	0.339694403	24.87%	175/80/0
WBP1L	ENSG00000166272	protein_coding	chr10	104503727	104576021	0.379489407	22.1%	175/80/0
WBP2	ENSG00000132471	protein_coding	chr17	73841780	73852588	0.111194287	48.97%	125/130/0
WBP2NL	ENSG00000183066	protein_coding	chr22	42394729	42454460	0.001301914	93.91%	0/255/0
WBP4	ENSG00000120688	protein_coding	chr13	41635410	41658137	0.253435507	31.25%	150/105/0
WDFY1	ENSG00000085449	protein_coding	chr2	224720433	224810104	0.18863979	37.99%	150/105/0
WDFY2	ENSG00000139668	protein_coding	chr13	52158644	52336171	0.999095219	0.4%	255/0/0
WDFY3	ENSG00000163625	protein_coding	chr4	85590704	85887544	0.395007465	21.08%	175/80/0
WDFY4	ENSG00000128815	protein_coding	chr10	49892921	50191001	0.061116122	59.55%	100/155/0
WDHD1	ENSG00000198554	protein_coding	chr14	55405668	55493823	0.379816148	22.07%	175/80/0
WDPCP	ENSG00000143951	protein_coding	chr2	63348518	64054977	0.342066324	24.69%	175/80/0
WDR1	ENSG00000071127	protein_coding	chr4	10075963	10118573	0.129070667	46.02%	125/130/0
WDR11	ENSG00000120008	protein_coding	chr10	122610687	122669036	0.176317325	39.5%	150/105/0
WDR12	ENSG00000138442	protein_coding	chr2	203739505	203879521	0.769967473	6.57%	255/0/0
WDR13	ENSG00000101940	protein_coding	chrX	48448430	48463581	0.212864463	35.27%	150/105/0
WDR17	ENSG00000150627	protein_coding	chr4	176986985	177103978	0.148033326	43.28%	125/130/0
WDR18	ENSG00000065268	protein_coding	chr19	983174	994569	0.054026094	61.45%	75/180/0
WDR19	ENSG00000157796	protein_coding	chr4	39184024	39287430	0.167993479	40.57%	125/130/0
WDR20	ENSG00000140153	protein_coding	chr14	102605840	102691184	0.740375418	7.35%	255/0/0
WDR24	ENSG00000127580	protein_coding	chr16	734622	740444	0.052914612	61.8%	75/180/0
WDR25	ENSG00000176473	protein_coding	chr14	100842755	100996640	0.008279305	82.36%	25/230/0
WDR26	ENSG00000162923	protein_coding	chr1	224572845	224624735	0.631255544	10.72%	200/55/0
WDR27	ENSG00000184465	protein_coding	chr6	169857307	170102159	0.001805352	91.51%	0/255/0
WDR3	ENSG00000065183	protein_coding	chr1	118472343	118509165	0.257679574	30.96%	150/105/0
WDR31	ENSG00000148225	protein_coding	chr9	116075502	116102578	0.128000191	46.19%	125/130/0
WDR33	ENSG00000136709	protein_coding	chr2	128458596	128568761	0.543227251	14.08%	200/55/0
WDR35	ENSG00000118965	protein_coding	chr2	20110021	20189892	0.142685248	44.05%	125/130/0
WDR36	ENSG00000134987	protein_coding	chr5	110427414	110466200	0.265351614	30.25%	150/105/0
WDR37	ENSG00000047056	protein_coding	chr10	1095478	1178237	0.315194706	26.42%	175/80/0
WDR38	ENSG00000136918	protein_coding	chr9	127615755	127620160	0.014330009	77.62%	50/205/0
WDR4	ENSG00000160193	protein_coding	chr21	44263204	44299678	0.025778216	71.43%	50/205/0
WDR41	ENSG00000164253	protein_coding	chr5	76721795	76916436	0.472435201	17.08%	200/55/0
WDR43	ENSG00000163811	protein_coding	chr2	29117509	29171088	0.3588873	23.51%	175/80/0
WDR44	ENSG00000131725	protein_coding	chrX	117480036	117583924	0.359669062	23.45%	175/80/0
WDR45	ENSG00000196998	protein_coding	chrX	48929385	48958108	0.106043352	49.99%	125/130/0
WDR45	ENSG00000292221	protein_coding	chrX	48929385	48958108	0.106043352	49.99%	125/130/0
WDR45B	ENSG00000141580	protein_coding	chr17	80572438	80606429	0.105543576	50.13%	100/155/0
WDR46	ENSG00000226916	protein_coding	chr6	33246885	33257304	0.085213811	54.11%	100/155/0
WDR46	ENSG00000227057	protein_coding	chr6	33246885	33257304	0.085213811	54.11%	100/155/0
WDR46	ENSG00000206284	protein_coding	chr6	33246885	33257304	0.085213811	54.11%	100/155/0
WDR46	ENSG00000236222	protein_coding	chr6	33246885	33257304	0.085213811	54.11%	100/155/0
WDR46	ENSG00000204221	protein_coding	chr6	33246885	33257304	0.085213811	54.11%	100/155/0
WDR47	ENSG00000085433	protein_coding	chr1	109512836	109584850	0.412981565	19.97%	200/55/0
WDR48	ENSG00000114742	protein_coding	chr3	39093489	39138155	0.472272593	17.09%	200/55/0
WDR49	ENSG00000174776	protein_coding	chr3	167196472	167371771	0.038340409	66.35%	75/180/0
WDR5	ENSG00000196363	protein_coding	chr9	137000487	137025093	0.18423131	38.43%	150/105/0
WDR53	ENSG00000185798	protein_coding	chr3	196281056	196295545	0.123988689	46.81%	125/130/0
WDR54	ENSG00000005448	protein_coding	chr2	74648805	74652882	0.086822838	53.8%	100/155/0
WDR55	ENSG00000120314	protein_coding	chr5	140044261	140053709	0.151273535	42.78%	125/130/0
WDR59	ENSG00000103091	protein_coding	chr16	74907468	75034071	0.270941327	29.82%	175/80/0
WDR5B	ENSG00000196981	protein_coding	chr3	122130715	122134882	0.058244901	60.35%	75/180/0
WDR6	ENSG00000178252	protein_coding	chr3	49044495	49053386	0.07258314	56.89%	100/155/0
WDR62	ENSG00000075702	protein_coding	chr19	36545783	36596008	0.100440318	51.08%	100/155/0
WDR64	ENSG00000162843	protein_coding	chr1	241815580	241965435	0.107903524	49.6%	125/130/0
WDR7	ENSG00000091157	protein_coding	chr18	54318574	54698828	0.523287964	14.85%	200/55/0
WDR70	ENSG00000082068	protein_coding	chr5	37379314	37753537	0.311608968	26.73%	175/80/0
WDR72	ENSG00000166415	protein_coding	chr15	53805938	54055075	0.178297941	39.26%	150/105/0
WDR73	ENSG00000291629	protein_coding	chr15	85185999	85197574	0.033188402	68.08%	75/180/0
WDR73	ENSG00000177082	protein_coding	chr15	85185999	85197574	0.033188402	68.08%	75/180/0
WDR74	ENSG00000133316	protein_coding	chr11	62599814	62609281	0.135102832	45.09%	125/130/0
WDR75	ENSG00000115368	protein_coding	chr2	190306159	190340291	0.306550917	27.12%	175/80/0
WDR76	ENSG00000092470	protein_coding	chr15	44119161	44160617	0.078313753	55.59%	100/155/0
WDR77	ENSG00000116455	protein_coding	chr1	111982512	111991998	0.35150384	24%	175/80/0
WDR81	ENSG00000276021	protein_coding	chr17	1619817	1641893	0.133896381	45.31%	125/130/0
WDR81	ENSG00000167716	protein_coding	chr17	1619817	1641893	0.133896381	45.31%	125/130/0
WDR82	ENSG00000164091	protein_coding	chr3	52288437	52322036	0.69644966	8.6%	255/0/0
WDR83	ENSG00000123154	protein_coding	chr19	12777614	12786646	0.098839976	51.39%	100/155/0
WDR83OS	ENSG00000105583	protein_coding	chr19	12778885	12782170	0.355760721	23.77%	175/80/0
WDR86	ENSG00000187260	protein_coding	chr7	151072995	151107813	0.022878684	72.77%	50/205/0
WDR87	ENSG00000171804	protein_coding	chr19	38375463	38397317	0.001537054	92.59%	0/255/0
WDR88	ENSG00000166359	protein_coding	chr19	33622996	33666701	0.00682639	83.65%	25/230/0
WDR89	ENSG00000140006	protein_coding	chr14	64063757	64108579	0.116760872	47.99%	125/130/0
WDR90	ENSG00000161996	protein_coding	chr16	699311	717833	0.004849661	86.02%	25/230/0
WDR91	ENSG00000105875	protein_coding	chr7	134868590	134896316	0.12767692	46.24%	125/130/0
WDR93	ENSG00000140527	protein_coding	chr15	90234028	90286869	0.005864097	84.74%	25/230/0
WDSUB1	ENSG00000196151	protein_coding	chr2	160092304	160143310	0.300257749	27.65%	175/80/0
WDTC1	ENSG00000142784	protein_coding	chr1	27561007	27635110	0.346329533	24.39%	175/80/0
WEE1	ENSG00000166483	protein_coding	chr11	9595228	9615004	0.616912727	11.21%	200/55/0
WEE2	ENSG00000214102	protein_coding	chr7	141408153	141431071	0.028559736	70.15%	50/205/0
WEE2	ENSG00000263042	protein_coding	chr7	141408153	141431071	0.028559736	70.15%	50/205/0
WFDC1	ENSG00000103175	protein_coding	chr16	84328252	84363450	0.016951709	75.89%	50/205/0
WFDC10A	ENSG00000180305	protein_coding	chr20	44258165	44259835	0.000971585	95.63%	0/255/0
WFDC10B	ENSG00000182931	protein_coding	chr20	44313292	44333658	0.000388169	99.01%	0/255/0
WFDC11	ENSG00000180083	protein_coding	chr20	44277202	44298909	0.000262446	99.56%	0/255/0
WFDC12	ENSG00000168703	protein_coding	chr20	43752066	43753106	0.000204864	99.74%	0/255/0
WFDC13	ENSG00000168634	protein_coding	chr20	44330655	44337456	0.001000173	95.42%	0/255/0
WFDC2	ENSG00000101443	protein_coding	chr20	44098346	44110172	0.001834851	91.45%	0/255/0
WFDC3	ENSG00000124116	protein_coding	chr20	44376583	44420571	0.004780966	86.12%	25/230/0
WFDC5	ENSG00000175121	protein_coding	chr20	43738093	43743813	0.004486466	86.41%	25/230/0
WFDC6	ENSG00000243543	protein_coding	chr20	44162835	44168134	0.000981441	95.55%	0/255/0
WFDC8	ENSG00000158901	protein_coding	chr20	44179792	44207965	0.0004131	98.86%	0/255/0
WFDC9	ENSG00000180205	protein_coding	chr20	44236578	44259907	0.000406066	98.92%	0/255/0
WFIKKN1	ENSG00000127578	protein_coding	chr16	679239	684116	0.017308474	75.67%	50/205/0
WFIKKN2	ENSG00000173714	protein_coding	chr17	48912011	48919709	0.158025855	41.87%	125/130/0
WFS1	ENSG00000109501	protein_coding	chr4	6271576	6304992	0.225742755	33.79%	150/105/0
WHAMM	ENSG00000156232	protein_coding	chr15	83478380	83503611	0.009201872	81.51%	25/230/0
WIF1	ENSG00000156076	protein_coding	chr12	65444406	65515346	0.616943582	11.2%	200/55/0
WIPF1	ENSG00000115935	protein_coding	chr2	175424300	175547644	0.072670325	56.87%	100/155/0
WIPF2	ENSG00000171475	protein_coding	chr17	38375556	38440388	0.474170171	17%	200/55/0
WIPF3	ENSG00000122574	protein_coding	chr7	29846102	29956682	0.013698969	78.08%	50/205/0
WIPI1	ENSG00000070540	protein_coding	chr17	66417089	66453654	0.110004792	49.2%	125/130/0
WIPI2	ENSG00000157954	protein_coding	chr7	5229819	5273457	0.121139431	47.26%	125/130/0
WIZ	ENSG00000011451	protein_coding	chr19	15532319	15560762	0.125492698	46.57%	125/130/0
WLS	ENSG00000116729	protein_coding	chr1	68564142	68698803	0.321015701	26.07%	175/80/0
WNK1	ENSG00000060237	protein_coding	chr12	861759	1020618	0.318010561	26.23%	175/80/0
WNK2	ENSG00000165238	protein_coding	chr9	95947198	96082854	0.026889185	70.95%	50/205/0
WNK3	ENSG00000196632	protein_coding	chrX	54219256	54385075	0.211787257	35.39%	150/105/0
WNK4	ENSG00000126562	protein_coding	chr17	40932696	40948954	0.059442979	60.06%	75/180/0
WNT1	ENSG00000125084	protein_coding	chr12	49372398	49375459	0.960671413	1.94%	255/0/0
WNT10A	ENSG00000135925	protein_coding	chr2	219745085	219764303	0.364630721	23.12%	175/80/0
WNT10B	ENSG00000169884	protein_coding	chr12	49359123	49365546	0.744548417	7.24%	255/0/0
WNT11	ENSG00000085741	protein_coding	chr11	75897369	75921780	0.932061477	2.74%	255/0/0
WNT16	ENSG00000002745	protein_coding	chr7	120965421	120981158	0.356702819	23.7%	175/80/0
WNT2	ENSG00000105989	protein_coding	chr7	116916685	116963343	0.791278567	6.09%	255/0/0
WNT2B	ENSG00000134245	protein_coding	chr1	113009163	113072787	0.858242401	4.51%	255/0/0
WNT3	ENSG00000277641	protein_coding	chr17	44839872	44910520	0.546502436	13.89%	200/55/0
WNT3	ENSG00000277626	protein_coding	chr17	44839872	44910520	0.546502436	13.89%	200/55/0
WNT3	ENSG00000108379	protein_coding	chr17	44839872	44910520	0.546502436	13.89%	200/55/0
WNT3A	ENSG00000154342	protein_coding	chr1	228194752	228248961	0.984608416	1.31%	255/0/0
WNT4	ENSG00000162552	protein_coding	chr1	22443798	22470462	0.291681626	28.25%	175/80/0
WNT5A	ENSG00000114251	protein_coding	chr3	55499743	55523973	0.966086032	1.83%	255/0/0
WNT5B	ENSG00000111186	protein_coding	chr12	1639057	1756409	0.180614898	38.96%	150/105/0
WNT6	ENSG00000115596	protein_coding	chr2	219724544	219738955	0.581561311	12.5%	200/55/0
WNT7A	ENSG00000154764	protein_coding	chr3	13857755	13921618	0.398025422	20.9%	175/80/0
WNT7B	ENSG00000188064	protein_coding	chr22	46316242	46373009	0.481657752	16.68%	200/55/0
WNT8A	ENSG00000061492	protein_coding	chr5	137419581	137428054	0.184545908	38.4%	150/105/0
WNT8B	ENSG00000075290	protein_coding	chr10	102222798	102243501	0.582823206	12.46%	200/55/0
WNT9A	ENSG00000143816	protein_coding	chr1	228106357	228135599	0.206885197	35.91%	150/105/0
WNT9B	ENSG00000276799	protein_coding	chr17	44910567	44964096	0.216421213	34.84%	150/105/0
WNT9B	ENSG00000158955	protein_coding	chr17	44910567	44964096	0.216421213	34.84%	150/105/0
WRAP53	ENSG00000141499	protein_coding	chr17	7589389	7606820	0.040832034	65.51%	75/180/0
WRAP73	ENSG00000116213	protein_coding	chr1	3547331	3569325	0.036942374	66.8%	75/180/0
WRN	ENSG00000165392	protein_coding	chr8	30891317	31031285	0.464572079	17.41%	200/55/0
WRNIP1	ENSG00000124535	protein_coding	chr6	2765648	2787186	0.197802289	36.94%	150/105/0
WSB1	ENSG00000109046	protein_coding	chr17	25621102	25640657	0.660780633	9.66%	255/0/0
WSB2	ENSG00000176871	protein_coding	chr12	118470712	118500235	0.39262261	21.22%	175/80/0
WSCD1	ENSG00000179314	protein_coding	chr17	5675554	6027747	0.111529563	48.93%	125/130/0
WSCD2	ENSG00000075035	protein_coding	chr12	108523248	108644314	0.202724203	36.42%	150/105/0
WT1	ENSG00000184937	protein_coding	chr11	32409321	32457176	0.990004297	1.09%	255/0/0
WTAP	ENSG00000146457	protein_coding	chr6	160146617	160177351	0.764648503	6.77%	255/0/0
WTIP	ENSG00000142279	protein_coding	chr19	34971874	34997258	0.033098736	68.11%	75/180/0
WWC1	ENSG00000113645	protein_coding	chr5	167718656	167899308	0.190460752	37.77%	150/105/0
WWC2	ENSG00000151718	protein_coding	chr4	184020446	184241930	0.048509885	63.1%	75/180/0
WWC3	ENSG00000047644	protein_coding	chrX	9983602	10112518	0.063523639	59.01%	100/155/0
WWOX	ENSG00000186153	protein_coding	chr16	78133310	79246564	0.999159326	0.38%	255/0/0
WWP1	ENSG00000123124	protein_coding	chr8	87354967	87490649	0.433988989	19%	200/55/0
WWP2	ENSG00000198373	protein_coding	chr16	69796209	69975644	0.488930934	16.36%	200/55/0
WWTR1	ENSG00000018408	protein_coding	chr3	149235022	149454501	0.656667266	9.85%	255/0/0
XAB2	ENSG00000076924	protein_coding	chr19	7684411	7694451	0.164912516	40.94%	125/130/0
XAF1	ENSG00000132530	protein_coding	chr17	6658766	6678966	0.002684279	89.28%	25/230/0
XAGE1A	ENSG00000204379	protein_coding	chrX	52255219	52260363	0.001241604	94.23%	0/255/0
XAGE1B	ENSG00000204382	protein_coding	chrX	52235228	52243954	0.000880838	96.13%	0/255/0
XAGE2	ENSG00000155622	protein_coding	chrX	52380351	52387001	0.000842258	96.43%	0/255/0
XAGE3	ENSG00000171402	protein_coding	chrX	52891557	52897099	0.000778659	96.8%	0/255/0
XAGE5	ENSG00000171405	protein_coding	chrX	52841228	52847325	0.001300817	93.91%	0/255/0
XBP1	ENSG00000100219	protein_coding	chr22	29190543	29196585	0.499770255	15.81%	200/55/0
XCL1	ENSG00000143184	protein_coding	chr1	168545711	168551315	0.003268322	88.16%	25/230/0
XCL2	ENSG00000143185	protein_coding	chr1	168510003	168513235	0.002594985	89.49%	25/230/0
XCR1	ENSG00000173578	protein_coding	chr3	46058516	46069234	0.023034575	72.71%	50/205/0
XDH	ENSG00000158125	protein_coding	chr2	31557187	31637581	0.142298525	44.11%	125/130/0
XG	ENSG00000124343	protein_coding	chrX	2670091	2734539	0.001578916	92.42%	0/255/0
XIAP	ENSG00000101966	protein_coding	chrX	122993574	123047829	0.904250716	3.36%	255/0/0
XIRP1	ENSG00000168334	protein_coding	chr3	39224701	39234087	0.011631361	79.49%	50/205/0
XIRP2	ENSG00000163092	protein_coding	chr2	167744997	168116263	0.076431436	56%	100/155/0
XK	ENSG00000047597	protein_coding	chrX	37545012	37591383	0.151295984	42.78%	125/130/0
XKR3	ENSG00000172967	protein_coding	chr22	17264302	17302589	0.000941139	95.84%	0/255/0
XKR4	ENSG00000206579	protein_coding	chr8	56014949	56454613	0.390967863	21.35%	175/80/0
XKR6	ENSG00000284927	protein_coding	chr8	10753555	11058875	0.452427379	18.08%	200/55/0
XKR6	ENSG00000171044	protein_coding	chr8	10753555	11058875	0.452427379	18.08%	200/55/0
XKR7	ENSG00000260903	protein_coding	chr20	30555805	30591190	0.157261349	41.99%	125/130/0
XKR8	ENSG00000158156	protein_coding	chr1	28285973	28294607	0.021704716	73.33%	50/205/0
XKR9	ENSG00000221947	protein_coding	chr8	71581600	71702606	0.041312376	65.36%	75/180/0
XKRX	ENSG00000182489	protein_coding	chrX	100168431	100184422	0.214474354	35.07%	150/105/0
XPA	ENSG00000136936	protein_coding	chr9	100437191	100459639	0.333651797	25.19%	175/80/0
XPC	ENSG00000154767	protein_coding	chr3	14186647	14220283	0.047964422	63.33%	75/180/0
XPNPEP1	ENSG00000108039	protein_coding	chr10	111624524	111683311	0.528337745	14.64%	200/55/0
XPNPEP2	ENSG00000122121	protein_coding	chrX	128872950	128903514	0.063554785	59%	100/155/0
XPNPEP3	ENSG00000196236	protein_coding	chr22	41253081	41363838	0.197477804	37.01%	150/105/0
XPO1	ENSG00000082898	protein_coding	chr2	61704984	61765761	0.727490728	7.74%	255/0/0
XPO4	ENSG00000132953	protein_coding	chr13	21351469	21477187	0.410046926	20.19%	175/80/0
XPO5	ENSG00000124571	protein_coding	chr6	43490072	43543812	0.482773789	16.61%	200/55/0
XPO6	ENSG00000169180	protein_coding	chr16	28109300	28223241	0.53095619	14.55%	200/55/0
XPO7	ENSG00000130227	protein_coding	chr8	21777180	21864096	0.537124301	14.34%	200/55/0
XPOT	ENSG00000184575	protein_coding	chr12	64798130	64844907	0.678882264	9.12%	255/0/0
XPR1	ENSG00000143324	protein_coding	chr1	180601140	180859387	0.49844717	15.9%	200/55/0
XRCC1	ENSG00000073050	protein_coding	chr19	44047192	44084625	0.147793973	43.33%	125/130/0
XRCC2	ENSG00000196584	protein_coding	chr7	152341864	152373250	0.067276724	58.1%	100/155/0
XRCC3	ENSG00000126215	protein_coding	chr14	104163946	104181841	0.02048833	73.92%	50/205/0
XRCC4	ENSG00000152422	protein_coding	chr5	82373317	82649606	0.324520999	25.84%	175/80/0
XRCC5	ENSG00000079246	protein_coding	chr2	216972187	217071026	0.182274483	38.75%	150/105/0
XRCC6	ENSG00000196419	protein_coding	chr22	42017123	42060044	0.617578574	11.17%	200/55/0
XRN1	ENSG00000114127	protein_coding	chr3	142025449	142166904	0.362544354	23.25%	175/80/0
XRN2	ENSG00000088930	protein_coding	chr20	21283942	21370463	0.587310761	12.25%	200/55/0
XRRA1	ENSG00000166435	protein_coding	chr11	74518784	74660245	0.047161728	63.53%	75/180/0
XXYLT1	ENSG00000173950	protein_coding	chr3	194789008	194991896	0.191477026	37.67%	150/105/0
XYLB	ENSG00000093217	protein_coding	chr3	38388251	38462839	0.051125156	62.31%	75/180/0
XYLT1	ENSG00000103489	protein_coding	chr16	17195626	17564738	0.200587283	36.69%	150/105/0
XYLT1	ENSG00000285395	protein_coding	chr16	17195626	17564738	0.200587283	36.69%	150/105/0
XYLT2	ENSG00000015532	protein_coding	chr17	48423453	48440499	0.099224608	51.33%	100/155/0
YAF2	ENSG00000015153	protein_coding	chr12	42550906	42632151	0.376973406	22.26%	175/80/0
YAP1	ENSG00000137693	protein_coding	chr11	101981192	102104154	0.658697003	9.76%	255/0/0
YARS2	ENSG00000139131	protein_coding	chr12	32880424	32908836	0.136133815	44.97%	125/130/0
YBEY	ENSG00000182362	protein_coding	chr21	47706251	47717665	0.008142838	82.51%	25/230/0
YBX1	ENSG00000065978	protein_coding	chr1	43148098	43168020	0.820953298	5.29%	255/0/0
YBX2	ENSG00000006047	protein_coding	chr17	7191571	7197934	0.200485639	36.72%	150/105/0
YBX2	ENSG00000288504	protein_coding	chr17	7191571	7197934	0.200485639	36.72%	150/105/0
YBX3	ENSG00000060138	protein_coding	chr12	10851683	10875911	0.10386737	50.44%	100/155/0
YDJC	ENSG00000161179	protein_coding	chr22	21982378	21984353	0.029947421	69.43%	75/180/0
YEATS2	ENSG00000163872	protein_coding	chr3	183415606	183530413	0.079472594	55.29%	100/155/0
YEATS4	ENSG00000127337	protein_coding	chr12	69753483	69784576	0.868214619	4.27%	255/0/0
YES1	ENSG00000176105	protein_coding	chr18	721588	812547	0.823064094	5.24%	255/0/0
YIF1A	ENSG00000174851	protein_coding	chr11	66052051	66056641	0.284825735	28.74%	175/80/0
YIF1B	ENSG00000167645	protein_coding	chr19	38795753	38807913	0.111733219	48.89%	125/130/0
YIPF1	ENSG00000058799	protein_coding	chr1	54317392	54356407	0.303725509	27.37%	175/80/0
YIPF2	ENSG00000130733	protein_coding	chr19	11033444	11039357	0.016116824	76.4%	50/205/0
YIPF3	ENSG00000137207	protein_coding	chr6	43479565	43484728	0.268408245	29.99%	175/80/0
YIPF4	ENSG00000119820	protein_coding	chr2	32502979	32541663	0.210582677	35.5%	150/105/0
YIPF5	ENSG00000145817	protein_coding	chr5	143537723	143550278	0.43214288	19.06%	200/55/0
YIPF6	ENSG00000181704	protein_coding	chrX	67718165	67757127	0.128402537	46.13%	125/130/0
YIPF7	ENSG00000177752	protein_coding	chr4	44624086	44680573	0.058648269	60.23%	75/180/0
YJEFN3	ENSG00000250067	protein_coding	chr19	19627036	19648390	0.036071749	67.1%	75/180/0
YKT6	ENSG00000106636	protein_coding	chr7	44240567	44253893	0.173715852	39.83%	150/105/0
YLPM1	ENSG00000119596	protein_coding	chr14	75230069	75322244	0.356681537	23.71%	175/80/0
YME1L1	ENSG00000136758	protein_coding	chr10	27399383	27444195	0.744542525	7.24%	255/0/0
YOD1	ENSG00000180667	protein_coding	chr1	207217194	207226325	0.25820156	30.91%	150/105/0
YPEL1	ENSG00000100027	protein_coding	chr22	22051833	22090123	0.146114817	43.57%	125/130/0
YPEL2	ENSG00000175155	protein_coding	chr17	57409050	57479090	0.755156611	6.97%	255/0/0
YPEL3	ENSG00000090238	protein_coding	chr16	30103635	30108236	0.279558518	29.12%	175/80/0
YPEL4	ENSG00000166793	protein_coding	chr11	57412560	57417417	0.357963831	23.58%	175/80/0
YPEL5	ENSG00000119801	protein_coding	chr2	30369807	30383399	0.542099523	14.13%	200/55/0
YRDC	ENSG00000196449	protein_coding	chr1	38268616	38273857	0.088976552	53.46%	100/155/0
YTHDC1	ENSG00000275272	protein_coding	chr4	69176105	69215807	0.650137018	10.1%	200/55/0
YTHDC1	ENSG00000083896	protein_coding	chr4	69176105	69215807	0.650137018	10.1%	200/55/0
YTHDC2	ENSG00000047188	protein_coding	chr5	112849380	112930982	0.446125013	18.36%	200/55/0
YTHDF1	ENSG00000149658	protein_coding	chr20	61826781	61847586	0.051132423	62.31%	75/180/0
YTHDF2	ENSG00000198492	protein_coding	chr1	29063133	29096287	0.778612298	6.36%	255/0/0
YTHDF3	ENSG00000185728	protein_coding	chr8	64081112	64125346	0.770429298	6.55%	255/0/0
YWHAB	ENSG00000166913	protein_coding	chr20	43514317	43537173	0.784878927	6.23%	255/0/0
YWHAE	ENSG00000274474	protein_coding	chr17	1247566	1303672	0.966733106	1.8%	255/0/0
